grouping,dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score,"",Site_Name,Other_Name,Last_Updt,Commodity,MinReg_ID,Remarks,Approx_Lon,Approx_Lat,Loc_Pt,Loc_Poly,GeolMinOcc,Resources,Production,History,Dep_Model,Descr_Sum
128,10281404,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281404,,60271695,Mount Tom Nos. 1-4 Prospect,37.33524,-118.65595,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,,Occurrence,,,,,,,,,,,Johnson,,,,,,,"JOHNSON, F. L., AND OTHERS, 1985, MINERAL RESOURCES OF THEJOHN MUIR WILDERNESS, FRESNO, INYO, MADERA, AND MONOCOUNTIES, CALIFORNIA:  U. S. BUREAU OF MINES UNPUBLISHED FILEREPORT. NO. 44, PLATE 1.",,,,,,,,,D,,,,,,,,,,,,,,,,,
129,10008710,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008710,D001052,,Mountain Kid,36.1833,-117.66757,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,N,Occurrence,Scheelite,,,,,,,,,,"Elliott, James E., Fraticelli, L. A. (Albers, J.), Mosier, Dan",,Limestone,,,,,"LEMMON, D.M. - TUNGSTEN DEPOSITS IN THE U.S., VOL. I;  UNPUBLISHED DATA, P. 183.LEMMON D.M. AND TWETO, O.L. 1962:  TUNGSTEN IN THE U.S.;  U.S.G.S. MAP, MR-25.TUCKER, W.B. AND SAMPSON, R.J., 1941:  TUNGSTEN RESOURCES OF CALIF;  CA. JOUR. MINES AND GEOLOGY, VOL. 37, NO. 4;  DIV. OF MINES, P. 570.",,,,,,,,,C,,,,,,,,,,,,,,,,,
129,10285005,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285005,D001052,60270045,Mountain Kid Group,36.18247,-117.6765,NA,United States,California,Inyo,M,Tungsten,,,Underground,,,Prospect,,,,,,,,,Mountain Kid,,"Lowe, Nathan T.",,,,,,,"CALIF. JOUR. MINES AND GEOL., V. 37, 1941, P. 570.CALIF. JOUR. MINES AND GEOL., V. 47, 1951, P. 199.",,,,,,,,,D,,,,,,,,,,,,,,,,,
13,10008667,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008667,D000998,,Benson-Mcmurty,36.96661,-119.28429,NA,United States,California,Fresno,M,Tungsten,,,Unknown,,S,Past Producer,Scheelite,,,WEDGE,,,,,Rabbit's Foot,,"Elliott, James E., Fraticelli, L. A. (Albers, J.), Mosier, Dan",,Schist,,Granite,,,"KRAUSKOPF, K.B., 1953;  TUNGSTEN DEPOSITS OF MADERA, FRESNO AND TULARE COUNTIES;  SPEC. REPT. 35;  DIV. OF MINES, P. 76.LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN DEPOSITS IN THE US;  USGS MAP, MR-25.LOGAN, C.D. ETAL, 1951;  MINES AND MINERAL RESOURCES OF FRESNO COUNTY;  CALIF. JOUR. MINES AND GEOLOGY, VOL. 47, NO. 3;  DIV. OF MINES, P. 531-532.LOGAN, C.A. ETAL, 1951",,,,,,,,,C,,,,,,,,,,,,,,,,,
13,10076547,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10076547,W023614,,Benson,36.96966,-119.29068,NA,United States,California,Fresno,M,Tungsten,,,Unknown,,S,Past Producer,,,,,,,,,,,Unknown,,,,,,,"CJMG V 47,NO 3,JULY 1953,P 532,PL  31;SR 35,P 76",,,,,,,,,D,,,,,,,,,,,,,,,,,
13,10188094,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188094,D000998,60190251,Benson-Mc Murtry Deposit,36.97664,-119.28266,NA,United States,California,Fresno,M,Tungsten,,,Unknown,,,Prospect,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"DOM SR 35,P 76.",,,,,,,,,D,,,,,,,,,,,,,,,,,
13,10255908,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10255908,W023614,60190250,Benson,36.96964,-119.29066,NA,United States,California,Fresno,M,Tungsten,,,Surface,,,Past Producer,,,,,,,,,"Benson Bros, Benson Mc Murtry",,Western Field Operations Center (WFOC),,,,,,,"CJMG V 47,NO 3,JULY 1953,P 532,PL  31;SR 35,P 76",,,,,,,,,D,,,,,,,,,,,,,,,,,
130,10008700,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008700,D001040,,Shasta Rose,37.43327,-118.05093,NA,United States,California,Inyo,M,,,Tungsten,Unknown,Vein,N,Occurrence,Scheelite,Quartz,,,,,,,Mountain View,,"Elliott, James E., Fraticelli, L. A. (Albers, J.)",,Quartz Monzonite,,,,,"LEMMON, D.M., TUNGSTEN DEPOSITS IN THE U.S.;  VOL. I;  UNPUBLISHED DATA, P. 205LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN IN THE U.S.;  USGS MAP, MR-25",,,,,,,,,C,,,,,,,,,,,,,,,,,
130,10260651,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260651,D001040,60270474,Mountain View,37.44304,-118.06903,NA,United States,California,Inyo,M,Tungsten,,,Underground,,,Prospect,,,,,,,,,Shasta Rose,,"Lowe, Nathan T.",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
131,10212348,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212348,,60271941,Munsinger,37.23274,-118.50174,NA,United States,California,Inyo,M,Tungsten,,,Underground,,,Prospect,,,,,,,,,"Tungsten Valley - 0060270062, Sally Peterson Mine, A. H. Peterson Property, Coyote FlayPeterson Mine",,"Ridenour, James",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
132,10188239,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188239,,60271844,Nev-Cal Copper No. 1,37.34745,-117.67402,NA,United States,California,Inyo,M,Tungsten,,Copper,Unknown,,,Unknown,,,,,,,,,,,"Ridenour, James",,,,,,,"CALIF. DIV. MINES AND GEOL. OPEN-FILE REPORT 88-2, 1988,NO. 46, PLATE 2A.",,,,,,,,,D,,,,,,,,,,,,,,,,,
132,10260809,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260809,,60271843,Nev-Cal Copper No. 1,37.34855,-117.67372,NA,United States,California,Inyo,M,Tungsten,,Copper,Unknown,,,Unknown,,,,,,,,,,,"Ridenour, James",,,,,,,"CALIF. DIV. MINES AND GEOL. OPEN-FILE REPORT 88-2, 1988,NO. 45, PLATE 2A.",,,,,,,,,D,,,,,,,,,,,,,,,,,
133,10139514,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139514,,60270623,Noble Nos. 1-8,36.82636,-118.04922,NA,United States,California,Inyo,M,Tungsten,,"Iron, Silver",Surface,,,Prospect,,,,,,,,,"Noble Nos 1-8 and Wdc Nosd. 1-5, W.D.C. 1-5, Mazourka Rare Ii Area",,"Schmauch, Steven W.",,,,,,,"U. S. BUREAU OF MINES OPEN-FILE REPORT MLA 86-83, 1983, NO. 110,P. 42.",,,,,,,,,D,,,,,,,,,,,,,,,,,
134,10187984,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10187984,,60270076,Oomph Claims,37.19884,-118.75095,NA,United States,California,Inyo,M,Tungsten,,,Surface-Underground,,,Prospect,,,,,,,,,Lindner Prospect,,"Lowe, Nathan T.",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
135,10260982,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260982,,60270609,Paiute Rare Ii Area,36.92356,-117.98092,NA,United States,California,Inyo,M,Silver,,"Lead, Tungsten",Underground,,,Prospect,,,,,,,,,Inyo King,,"Schmauch, Steven W.",,,,,,,"U. S. BUREAU OF MINES OPEN-FILE REPORT MLA 86-83, 1983, NO. 148,P. 50.",,,,,,,,,D,,,,,,,,,,,,,,,,,
136,10236182,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236182,M020651,60270486,Panamint Mines,36.11578,-117.09809,NA,United States,California,Inyo,M,Silver,,"Copper, Tungsten",Underground,,,Past Producer,,,,,,,,,,,"Lowe, Nathan T.",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
136,60000010,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000010,D001055,,Panamint District,36.11668,-117.08419,NA,United States,California,Inyo,M,"Tungsten, Silver",,,Unknown,QUARTZ VEINS,S,Producer,,,,,,,,,,,,,,,,,,"LEMMON, D.M., UNPUBLISHED DATA.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.",,,,,,,,,D,,,,,,,,,,,,,,,,,
137,10188035,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188035,,60271739,Panamint Tungsten Deposits,36.41937,-117.12449,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,,Prospect,,,,,,,,,Green's Tungsten Claims,,"Ridenour, James",,,,,,,U.S.S BUREAU OF MINES FILES (WFOC).,,,,,,,,,D,,,,,,,,,,,,,,,,,
138,10035169,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035169,M022344,,Panyo,36.19497,-117.60923,NA,United States,California,Inyo,M,Tungsten,,Molybdenum,Unknown,,S,Past Producer,"Molybdenite, Powellite, Scheelite",Garnet,,IRREGULAR,,,,,,,"Fraticelli, L. A. (Albers, J.)",,Diorite,,"Diorite,Granite",,,"LEMMON, D.M., TUNGSTEN DEPOSITS IN THE US, VOL I;  UNPUBLISHED DATA, P. 184-185.LEMMON, D.M., 1962;  TUNGSTEN IN THE US;  USGS MAP, MR-25.TUCKER, W.B., AND SAMPSON, R.J., 1941;  TUNGSTEN RESOURCES OF CALIFORNIA;  CA. JOUR. MINES AND GEOLOGY, VOL. 37, NO. 4;  DIV. OF MINES. P. 571-572.",,,,,,,1941,,C,,,,,,,,,,,,,,,,,
139,10235926,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10235926,,60270833,Pappy #1,36.05168,-117.13479,NA,United States,California,Inyo,M,Tungsten,,"Uranium, Molybdenum",Underground,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"BLM GEM CDCA DATA BASE, 1981.LABOTKA, 1978.",,,,,,,,,D,,,,,,,,,,,,,,,,,
14,10285366,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285366,,60190417,Big Buck-Gumbo Gulch,36.86305,-119.00595,NA,United States,California,Fresno,M,Tungsten,,,Underground,,,Unknown,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,WFOC MINERAL PROPERTY FILE NO 0060190417.USBM RARE II FILE REPORT B5-198 AND C5-198.,,,,,,,,,D,,,,,,,,,,,,,,,,,
140,10008713,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008713,D001058,,Pine Creek,37.36161,-118.70428,NA,United States,California,Inyo,M,"Tungsten, Copper, Molybdenum, Gold",Silver,Bismuth,Unknown,,Y,Producer,"Bornite, Chalcopyrite, Covellite, Gold, Molybdenite, Powellite, Scheelite","Diopside, Epidote, Feldspar, Garnet, Quartz",,IRREGULAR,,,"Metamorphism To Skarn, Ore In Fractures, And Some Replacement By Ore.",Hydrothermal,"Black Monster, Snow Queen, Pine Creek Tungsten Mine",Contact Of Marble Beds In Pine Creek Pendant With Quartz Monzonite,"Mosier, Dan, Zigler, Jan L., Elliott, James E., \nMiller, M. H., Causey, J. Douglas, Wetzel, Nicholas",Pine Creek Pendant; Tungsten Hills Quartz Monzonite,"Quartz Monzonite,Marble",,,Sierra Nevada Batholith,Sierra Nevada,"LEMMON, D.M., UNPUBLISHED DATA.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.BURWELL, BLAIR, 1941, MILLING TUNGSTEN ORE AT PINE CREEK: MINING CONG. JOUR., VOL. 27, NO. 10, P. 16-18.BATEMAN, P.C., 1945, PINE CREEK AND ADAMSON TUNGSTEN DEPOSITS, INYO COUNTY, CALIF.: CALIF. JOUR. MINES AND GEOL., VOL. 41, NO. 4, P. 231-249.1959, OCCURRENCE OF NONPEGMATITE BERYLLIUM IN THE UNITED STATES, USGS PROFESSIONAL PAPER 318, PP. 91-92.WRIGHT, W. A., 1978, MINERALOGICAL AND COMPOSITIONAL  ZONATION IN THE NORTH ORE BODY, PINE CREEK MINE, BISHOP DISTRICT, CALIFORNIA, GEOLOGICAL SOC. OF AMERICA ABSTR. WITH PROGR AMS, V. 10, N. 3, P. 155.1952 GEOLMAP BATEMAN, MAPS, REPORTCOOPER, J. R., 1962, BISMUTH OF U.S.: USGS MR - 2",,1918,,,,1916,,Sproule And Vaughan,B,,,,,,,,,,,,,,,,,
140,10285137,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285137,D000851,60270699,Adamson Mine,37.36164,-118.70425,NA,United States,California,Inyo,M,Tungsten,"Copper, Molybdenum","Gold, Silver",Underground,,,Plant,,,"Bornite, Chalcocite, Chalcopyrite, Covellite, Molybdenite, Powellite, Scheelite",,Underground,,,,"Panaminas, Inc., Wheeler Ridge Tungsten Mine, Adamson Tungsten Deposit, Adamson Claims, Blue Jay Claim",,"Wetzel, Nicholas",,,,,,,"CALIF. JOUR. MINES AND GEOL., V. 34, 1938, P. 462.CALIF. JOUR. MINES AND GEOL., V. 37, 1941, P. 292.U. S. GEOLOGICAL SURVEY BULLETIN 931-E, 1941, P. 91-92.CALIF. JOUR. MINES AND GEOL., V. 38, 1942, NO. 24, P. 317.",,1942,,,,1939,,,B,,,,,,,,,,,,,,,,,
141,10008699,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008699,D001039,,R & R Claims,37.34994,-118.25093,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Elliott, James E.",,,,,,,"LEMMON, D.M., UNPUBLISHED DATA.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.",,,,,,,,,D,,,,,,,,,,,,,,,,,
141,10035291,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035291,M022590,,R & R Claims,37.348,-118.24565,NA,United States,California,Mono,M,Tungsten,,Copper,Unknown,,S,Past Producer,"Chalcopyrite, Scheelite","Calcite, Epidote, Garnet, Pyroxene",,,,,,,,,"Fraticelli, L. A. (Albers, J.)",,Marble,,Quartz Monzonite,,,"BATEMAN, P. C., 1956, ECONOMIC GEOLOGY OF BISHOP TUNGSTEN DISTRICT;  SPECIAL REPT. 47, DIV. OF MINES, P. 80",,,,,,,1952,,D,,,,,,,,,,,,,,,,,
142,10106505,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10106505,X023716,,Ratcliff Mine,36.0247,-117.12867,NA,United States,California,Inyo,M,Gold,Lead,"Iron, Copper, Tungsten",Unknown,,S,Past Producer,"Chalcopyrite, Gold, Pyrite",Quartz,,,Underground,,,Oxidation To 200-Ft. Depth.  Some Oxidation Noticable At 500-Ft. Depth.,Radcliff Mine,,"Nelson, Scott C. (Albers, John, P.)",,"Schist,Gneiss,Granite",,,Panamint Metamorphic Complex,,"NORMAN, L.A., JR. AND STEWART, RICHARD M., 1951, MINES AND MINERAL RESOURCES OF INYO COUNTY:  CALIF. JOURNAL OF MINES AND GEOLOGY V. 47, NO. 1, P.47-48, 160SAMPSON, R.J., 1932, MINERAL RESOURCES OF A PART OF THE PANIMENT RANGE:  CALIF. JOUR. MINES AND GEOLOGY, V. 28, P. 373-376GOODWIN, J.G., 1957, LEAD AND ZINC IN CALIFORNIA:  CALIFORNIA JOURNAL OF MINES AND GEOLOGY, V. 53, NOS. 3 & 4, P. 503NORMAN AND STEWART (1951) SAMPSON (1932), GOODWIN (1957)",,,,,,1897,,,B,,,,,,,,,,,,,,,,,
143,10285249,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285249,,60271715,Red Mountain Creek Claims,37.02885,-118.40593,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,,Occurrence,,,,,,,,,,,Johnson,,,,,,,"JOHNSON, F. L., AND OTHERS, 1985, MINERAL RESOURCES OF THEJOHN MUIR WILDERNESS, FRESNO, INYO, MADERA, AND MONOCOUNTIES, CALIFORNIA:  U. S. BUREAU OF MINES UNPUBLISHED FILEREPORT. NO. 70, PLATE 1.",,,,,,,,,D,,,,,,,,,,,,,,,,,
144,10008563,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008563,D000867,,Rossi,37.31661,-118.40094,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,S,Past Producer,Scheelite,Garnet,,,,,,,"Bishop Tungsten Co., Mineral Dome",,"Elliott, James E., Fraticelli, L. A. (Albers, J.), Mosier, Dan",,Granite,,,,,"LEMMON, D.M.;  TUNGSTEN DEPOSITS IN THE US, VOL I;  UNPUBLISHED DATA, P. 219-220.LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN IN THE US;  USGS MAP, MR-25.",,,,,,,"1937-1940, 1942",,C,,,,,,,,,,,,,,,,,
144,10076597,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10076597,W023708,,Rossi,37.31772,-118.40538,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,S,Past Producer,,,,,,,,,,,Unknown,,,,,,,"JMG NO 47, P 199",,,,,,,,,D,,,,,,,,,,,,,,,,,
144,10260449,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260449,W023708,60270049,Rossi,37.31774,-118.40534,NA,United States,California,Inyo,M,Tungsten,,,Surface-Underground,,,Past Producer,,,,,,,,,"Bishop Tungsten Co., Mineral Dome",,"Lowe, Nathan T.",,,,,,,"CALIF. JOUR. MINES AND GEOL., V. 47, 1951, P. 199.",,,,,,,,,D,,,,,,,,,,,,,,,,,
145,10008560,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008560,D000863,,Round Valley,37.34994,-118.53427,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,S,Past Producer,Scheelite,"Garnet, Hornblende, Pyroxene",,,Underground,,,,"Nobles Camp, Big Shoot Noble",,"Elliott, James E., Fraticelli, L. A. (Albers, J.), Mosier, Dan",,Marble,,Granite,Faults,,"LEMMON, D.M., TUNGSTEN DEPOSITS IN THE US, VOL I;  UNPUBLISHED DATA, P. 256-259.LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN IN THE US;  USGS MAP, MR-25.",,,,,,,"1917-1918, 1928-1931, 1942-1944",,B,,,,,,,,,,,,,,,,,
145,10009191,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10009191,D001918,,Round Valley & Deep Canyon Area,37.34994,-118.53427,NA,United States,California,Inyo,M,Tungsten,,Bismuth,Unknown,,N,Occurrence,Scheelite,,,,,,,,,,"Miller, M. H.",,,,,,,"COOPER, J. R., 1962, BISMUTH OF U.S.: USGS MR - 22",,,,,,,,,D,,,,,,,,,,,,,,,,,
145,10163900,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163900,D000863,60270009,Round Valley Mine,37.37854,-118.55514,NA,United States,California,Inyo,M,,,Tungsten,Surface-Underground,,,Past Producer,,,"Calcite, Garnet, Quartz, Scheelite",,Underground,,,,"Silver Ball, Little Shot, Tungsten Hill Mine Dmea-2256, Silver Bell, Big Shot, Noble's Camp, Haco, Western Tungsten Mine",,Western Field Operations Center (WFOC),,,,,,,"DMEA-4614U. S. GEOLOGICAL SURVEY BULLETIN 922-Q, 1940, P. 511-514.CALIF. JOUR. MINES AND GEOL., V. 46, 1950, P. 39-40.CALIF. JOUR. MINES AND GEOL., V. 47, 1951, P. 94-95.",,,,,,1917,,,D,,,,,,,,,,,,,,,,,
146,10035149,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035149,M022321,,Round Valley Peak,37.44272,-118.66901,NA,United States,California,Inyo,M,,,Tungsten,Unknown,,N,Occurrence,Scheelite,"Epidote, Garnet, Quartz",,,,,,,,,"Fraticelli, L. A. (Albers, J.)",,Marble,,Granite,,,"LEMMON, D.M., TUNGSTEN DEPOSITS IN THE US, VOL. I;  UNPUBLISHED DATA, P. 220-221.LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN IN THE US, USGS MAP, MR-25.",,,,,,,,,C,,,,,,,,,,,,,,,,,
147,10101405,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101405,D001044,,Scheelite Group,37.23328,-117.9676,NA,United States,California,Inyo,M,Tungsten,Copper,,Unknown,Vein,S,Past Producer,Scheelite,,,,,,,,,,"Elliott, James E., Fraticelli, L. A. (Albers, J.)",,Granite,,Granite,,,"LEMMON, D.M. TUNGSTEN DEPOSITS IN THE U.S.;  VOL. I;  UNPUBLISHED DATA, P. 204LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN IN THE U.S.;  USGS MAP, MR-25NORMAN, L.A. AND STEWART, R.M., 1951;  MINES AND MINERAL RESOURCES INYO COUNTY;  CA. JOUR. MINES AND GEOLOGY, VOL. 47 NO. 1;  DIV. OF MINES, P. 200.NORMAN AND STEWART",,,,,,,1907,,C,,,,,,,,,,,,,,,,,
148,10008701,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008701,D001041,,Scheelite Nugget,37.36662,-118.10093,NA,United States,California,Inyo,M,,,"Tungsten, Copper",Unknown,,N,Occurrence,Scheelite,"Calcite, Pyrite, Quartz",,,Underground,,,,,,"Elliott, James E., Fraticelli, L. A. (Albers, J.)",,Marble,,Quartz Monzonite,,,"LEMMON, D.M., TUNGSTEN DEPOSITS IN THE U.S.;  VOL. I;  UNPUBLISHED DATA, P. 204LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN IN THE U.S.;  USGS MAP, MR-25",,,,,,,,,C,,,,,,,,,,,,,,,,,
148,10260463,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260463,D001041,60270476,Scheelite Nugget,37.36665,-118.09483,NA,United States,California,Inyo,M,Tungsten,,Copper,Unknown,,,Occurrence,,,,,,,,,,,"Lowe, Nathan T.",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
149,10008564,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008564,D000868,,Schober and Merrill,37.23327,-118.53427,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,S,Past Producer,"Pyrrhotite, Scheelite","Calcite, Epidote, Garnet, Quartz",,TABULAR,Surface/Underground,,,,,,"Elliott, James E., Fraticelli, L. A. (Albers, J.), Mosier, Dan",,Hornfels,,Granite,Numerous Faults,,"LEMMONS, D.M.;  TUNGSTEN DEPOSITS IN THE US, VOL.  ;  UNPUBLISHED DATA, P. 222-224.LEMMONS, D.M. AND TWETO, O.L., 1962; TUNGSTEN IN THE US;  USGS MAP, MR-25.",,,,,,,1941-1943,,B,,,,,,,,,,,,,,,,,
149,10235971,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10235971,D000868,60270519,Schober and Merrill Groups,37.24024,-118.54404,NA,United States,California,Inyo,M,Tungsten,,,Underground,,,Prospect,,,,,,,,,"Moffatt ?, Schober",,"Lowe, Nathan T.",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
15,10008665,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008665,D000995,,Big Oak,36.99995,-119.50096,NA,United States,California,Fresno,M,,,Tungsten,Unknown,,N,Occurrence,Scheelite,,,,,,,,,,"Elliott, James E., Fraticelli, L. A. (Albers, J.)",,Diorite,,Diorite,,,"KRAUSKOPF, K.B., 1953;  TUNGSTEN DEPOSITS OF MADERA, FRESNO, AND TULARE COUNTIES;  SPEC. REPT. 35;  DIV. OF MINES, P. 76.LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN DEPOSITS IN THE US;  USGS MAP, MR-25.LOGAN, C.A. ETAL, 1951;  MINES AND MINERAL RESOURCES OF FRESNO COUNTY;  CALIF. JOUR. MINES AND GEOLOGY, VOL. 47, NO. 3;  DIV. OF MINES, P. 539.",,,,,,,,,C,,,,,,,,,,,,,,,,,
15,10110650,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10110650,W023581,,Big Oak,36.99883,-119.50624,NA,United States,California,Fresno,M,Tungsten,,,Unknown,,Y,Producer,,,,,,,,,,,Unknown,,,,,,,"CALIF. JOUR. MINES & GEOL. V. 47, NO. 3, JULY 1951, P. 539, PL. 31;V. 38, NOS. 3&4, P. 315; S.R. 35, P. 76",,,,,,,,,D,,,,,,,,,,,,,,,,,
15,10236307,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236307,W023581,60190121,Big Oak,36.99884,-119.50626,NA,United States,California,Fresno,M,Tungsten,,,Surface,,,Prospect,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"CALIF. JOUR. MINES & GEOL. V. 47, NO. 3, JULY 1951, P. 539,V. 38, NOS. 3&4, P. 315; S.R. 35, P. 76",,,,,,,,,D,,,,,,,,,,,,,,,,,
150,10008565,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008565,D000869,,Marble,37.19995,-118.38427,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,S,Past Producer,Scheelite,"Epidote, Garnet",,,Underground,,,,Shannon Creek,,"Elliott, James E., Fraticelli, L. A. (Albers, J.), Mosier, Dan",,Limestone,,,,,"LEMMON, D.M.;  TUNGSTEN DEPOSITS IN THE US;  VOL. I;  UNPUBLISHED DATA, P. 215-216.LEMMON, D.M. AND TWETO, O.L., 1962;  TUNGSTEN IN THE US;  USGS MAP, MR-25.NORMAN, L.A. AND STEWART, R.M., 1951;  MINES AND MINERAL RESOURCES OF INYO COUNTY; CA. JOUR. MINES AND GEOLOGY VOL. 47, NO. 1; DIV. OF MINES, P. 90-91.",,,,,,,1943-1945,,C,,,,,,,,,,,,,,,,,
150,10110687,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10110687,W023781,,Kelso Tungsten Mine,37.20717,-118.39205,NA,United States,California,Inyo,M,Tungsten,,,Unknown,,Y,Producer,,,,,,,,,,,Unknown,,,,,,,"JMG NO 47, P 198, 90",,,,,,,,,D,,,,,,,,,,,,,,,,,
150,10236452,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236452,W023781,60270176,Marble,37.20715,-118.39204,NA,United States,California,Inyo,M,Tungsten,,,Underground,,,Past Producer,,,,,,,,,"Shannon Creek Tungsten, Kelso Tungsten Mine",,"Lowe, Nathan T.",,,,,,,"CALIF. JOUR. MINES AND GEOL., V. 38, 1941, P. 320.CALIF. JOUR. MINES AND GEOL., V. 47, 1951, P. 90-91.",,,,,,,,,D,,,,,,,,,,,,,,,,,
150,10236682,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236682,M022337,60270024,Buckshot,37.20465,-118.40404,NA,United States,California,Inyo,M,Tungsten,,,Surface,,,Prospect,,,,,,,,,Shannon Creek,,"Lowe, Nathan T.",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
